source,target,label
"Of course, it could be said that a subsequent Treaty revision may address a problem of this kind.",A previously revised Treaty has already fixed problems like this.,0
The Commission says after all that its communication contains no new proposals for a new Community policy on public health.,The Commission's statement details multiple new proposals for a public health policy in the community.,0
We must not be reactionary.,We have to continue being reactionary.,0
So there is some leverage in favour of a European health policy.,So there is a great deal of economic benefit from having a European health policy.,0
"People expect cross-border health hazards to be tackled effectively, and therefore at European level.",People assume that local governments will handle cross-border health hazards effectively.,0
Food and food poisoning come from factors not only at home but also abroad.,"Food and food poisoning only come from factors at home, not abroad.",0
"Thus BSE, salmonella, antibiotics and hormones threaten to invade our food and our bodies too.",Thus BSE and salmonella are constantly monitored to protect our food and prevent them from entering our bodies.,0
Health protection is therefore unquestionably an issue of consumer policy as well.,"Health protection exclusively concerns environmental policy, not consumer policy.",0
The Maastricht Treaty laid the basis for a European contribution to consumer and health protection.,The Maastricht Treaty laid the groundwork for economic sanctions in Europe.,0
The Amsterdam Treaty has broadened and adapted that basis.,The Amsterdam Treaty focuses solely on economic aspects.,0
"So for the most part, we must make do with what we have.","So for the most part, we are able to utilize unlimited resources at our disposal.",0
It is also an area in which the principle of subsidiarity must be fully applied.,The principle of subsidiarity is optional for that zone.,0
There is therefore no question of the Union replacing the Member States in the field of health.,Healthcare policy is a shared responsibility between the Union and Member States.,0
Its role must be to support and complement the action of the Member States.,Its purpose is to take over the responsibilities of the Member States.,0
The European Union should perform a complementary role and not try to usurp the Member States' responsibility.,The European Union is responsible for taking on all the duties instead of the Member States.,0
"In general terms, social policy should be a national responsibility.",Social policy tends to be a global responsibility.,0
"However, health is often an aspect of both social and environmental issues.","Both economic and political issues are often linked to health, rather than social or environmental factors.",0
I support the report in so far as it sets out to improve public health.,I support the report because it aims to reduce public health standards.,0
"Nevertheless, the relevant legislation and its implementation should in the first instance be dealt with at national level.","Nevertheless, the pertinent laws must be enforced internationally before tackling them on a national scale.",0
The sitting was suspended at 12.50 p.m. and resumed at 3 p.m.,The sitting was continuously held from 12.50 p.m. to 3 p.m.,0
EU Mediterranean policy,EU's strategy for Mediterranean cuisine.,0
The Palestinians are in an untenable situation.,The Palestinians are enjoying their current position.,0
Is it fair to demand that the Commission guarantee transparency and combat waste and fraud?,Can we ask the Commission to pledge transparency and eradicate all spending and errors?,0
"Unless we understand this, we cannot understand what has been achieved there.",Understanding this is all we need to replicate their achievements elsewhere.,0
I shall now turn to a particularly sensitive matter.,I shall now turn to the least important issue at hand.,0
The date of 4 May is a landmark which could prove disastrous.,"On 4 May, we celebrate a historic event that turned out to be a disaster.",0
"I would like to draw your attention to four points, Mr President-in-Office, and I would ask you to comment on these.","Mr. Secretary, I implore you to investigate these five aspects and offer your judgments.",0
"I am not referring to our financial role, as in terms of payment we are top of the league.","Regarding our financial role and payment standings, we're in the middle of the pack.",0
"Secondly, we must involve the whole of the Mediterranean area in the partnership, leaving no gaps along its shores.","Secondly, our partnership should exclude the Mediterranean area to avoid any gaps along its shores.",0
Increasing the number of participants could prove to be a positive development by providing the conference with fresh momentum.,Increasing the number of participants is guaranteed to give the conference a new direction.,0
"Thirdly, we need new impetus not only in terms of participants but also in terms of content.","Thirdly, our only requirement is new participants, not new content.",0
We could also breathe new life into the Barcelona process in the area of domestic policy by including immigration issues.,"Including economic reforms, we could breathe new life into the Barcelona process in the domestic policy arena.",0
"Nevertheless, I would like to take this opportunity to mention two points once again.",I seize this moment to present a couple of new ideas.,0
We have also included it in our opinion on the report.,It has also been noted in our financial statements related to the report.,0
"As you know, the European Union is a resolute supporter of the peace process in accordance with the Oslo and Madrid agreements.","As you're aware, the European Union actively opposes the peace process outlined by the Oslo and Madrid agreements.",0
Every presidency has devoted considerable attention to this region.,This region has been the sole focus of every presidency.,0
"In view of the complex history of the conflict, tenacity and patience are of particular importance.","In light of the conflict's history, tenacity is irrelevant while only patience matters.",0
The EU has been most generous in its financial support for the Palestinian areas since 1993.,"Since 1993, the EU has provided minimal financial aid to Palestinian territories.",0
The EU is aware that a number of problems have arisen here.,The EU knows that everything is working perfectly here.,0
It is genuinely alarming that the population's standard of living is lower today than in 1993.,Today's lower cost of living compared to 1993 is quite surprising.,0
Financial aid is political aid.,Financial aid comes without any political implications.,0
"Without our support the peace process and, accordingly, the people in this area would not have stood a chance.","Without financial assistance, the peace process and the survival of the people in this area would have been impossible.",0
"By taking over the joint presidency of the conference, the EU also illustrated its commitment effectively.",The EU's takeover of the global presidency of the conference effectively demonstrated its commitment.,0
"However, the EU's support for the Middle East peace process also has a further dimension: the Euro-Mediterranean partnership.",The Middle East peace process is entirely dependent on the EU's Euro-Mediterranean partnership.,0
I would like to look at two further points contained in the European Parliament's motion for a resolution.,I need to examine three further aspects in the motion for a resolution passed by the European Parliament.,0
The first is the reference to the need to support Jordan.,The initial step is to prioritize funding for Pakistan.,0
"The presidency is very much of this view, as economic and political stability in Jordan is a crucial factor in peace-keeping in the Middle East.",The presidency sees cultural prosperity in Jordan as a significant contributor to the financial wellbeing of the Far East.,0
The second point concerns the lack of water resources in the Middle East.,The second point is about the abundance of water resources in the Middle East.,0
"During his trip to the Middle East, Foreign Minister Fischer emphasised Europe's interest in finding a solution to the water problem.","During his vacation in the Middle East, Fischer downplayed Europe's concern over the water crisis.",0
Various Member States are involved here.,Various Member States are involved in the conflict here.,0
There are two positive points that I would like to mention.,There are three major benefits I'd like to acknowledge.,0
It is true that the ratification of the agreements is progressing very slowly at national level.,It is true that the ratification is being rapidly adopted internationally.,0
That is not the Commission's fault.,That problem was definitely caused by the Commission's mistake.,0
"However, I have contacted some of the Member States by letter to try to speed up the process.","However, I've reached out to every Member State via email to make the procedure more efficient.",0
You raised a key point: how to resolve the disruption affecting the peace process and the Barcelona Conference.,You pointed out the solution to the unrest that hinders the peace process and the ongoing Barcelona Festival.,0
I am very hopeful and believe that we will be able to make significant progress in Stuttgart.,I am confident that our team will win the championship in Stuttgart.,0
"In this respect, I have little to add to what was said by Mr Colajanni and by the President-in-Office, Mr Verheugen.","In this matter, my ideas greatly expand upon the points made by Mr Colajanni and Mr Verheugen's office.",0
"That is where the special regulation in the Tomlinson report, approved by Parliament, comes into play.",The special regulation mentioned in the Tomlinson report pertains to playground safety as sanctioned by Parliament.,0
"As a result, I cannot promise the chairman of the Committee on Budgets that there will be 100 % funding for the financial programme.","Therefore, the chairman of the Committee on Budgets can expect a 50% funding cut in the financial programme.",0
That is impossible.,It's unlikely but possible.,0
I cannot predict whether or not the Wye Plantation agreements will be implemented.,I am uncertain about the Wye Plantation agreements' scheduling.,0
"If the Wye Plantation agreements do not work, then that will be very difficult.","The Wye Plantation agreements, if not implemented, guarantee success.",0
And this is something that I want to stress.,And this is something I want to ignore.,0
"Nevertheless, we are going along with the reasoning put forward by Parliament.","Nevertheless, we are adopting the legal measures suggested by Parliament.",0
Mr Verheugen made a very important point.,Mr. Verheugen outlined his entire plan in detail.,0
I want you to understand this.,I expect you to teach this to others.,0
That was a purely political decision and it must be seen as such.,"The decision was made based on sound economic strategies, and it should be regarded as such.",0
We therefore do not want the Commission to deal with any more current expenditure.,We therefore discourage any further expenditure discussions by the Commission.,0
But what will happen if the borders are closed in the next few years?,What would be the impact on global trade if all borders are sealed permanently?,0
Are we going to let the Palestinian Authority fall?,Are we going to celebrate the collapse of the Palestinian Authority?,0
"No, we will not.","No, we have never agreed to that.",0
But what the Commission will propose is that in each instance a joint decision be taken by the European Parliament and the Council.,"The Commission will mandate that in every case, the European Parliament with the Council will decide without any joint effort.",0
We believe that this is a reasonable solution.,We consider this to be the only solution.,0
There is nothing to hide here and I am speaking very openly.,There is nothing to show here and I’m speaking in riddles.,0
We do not intend to repeat this in the future.,We are looking forward to repeating this experience soon.,0
The issue of Jordan is an example of a typical problem of political compromise.,Jordan's issues underscore the typical solutions found in political agreements.,0
"The old MEDA programme, which is being updated, included a special structural adjustment programme for Jordan.",The recently launched MEDA programme embraces a unique infrastructural development scheme for Brazil.,0
The Council has stated that the Commission was asked to draw up a special programme for Jordan and that is the case.,The Council has announced that the Commission has already implemented a special programme for Jordan.,0
"And as far as Jordan is concerned, if we have to act politically, then let us do so.",Jordan requires us to take military action if necessary.,0
"It is, of course, only right that the Libyan dispute should be resolved.","Of course, it's only acceptable for the Libyan dispute to be resolved in our favor.",0
It would also be a positive step if Libya were to participate in the Euro-Mediterranean Conference.,It's essential for Libya to lead the Euro-Mediterranean Conference.,0
But we all know that there is a precondition.,But we all know there are multiple preconditions.,0
"If we can find an answer to the precondition, we will have resolved a political problem.",We will resolve a technical problem by answering the precondition.,0
It would naturally be better if Libya's relations with the European Union were to return to normal.,Libya has already normalized its relations with the European Union.,0
But there is firstly a precondition to resolve.,"But first, we must create new conditions.",0
"However, the recommendation is addressed to the Council.","Although, the endorsement is approved by the Council.",0
"Mr Sakellariou, I have listened very carefully to what you have said.","Mr. Sakellariou, your words have been transcribed for the record.",0
"However, the Chair will try to obtain clarification from the Council so that we will have an answer.","However, the Chair will ask the Council to confirm our suspicions.",0
I also wish to comment on a point raised by Commissioner Marín.,Commissioner Marín raised a point that I wish to endorse fully.,0
"It was really very interesting, Commissioner.","It was a very lengthy report, Commissioner.",0
You said that we must decide between policy and financial stringency.,You stated we need to find a balance between policy and financial stringency.,0
"We, at least in my group, are fully behind what you proposed here yesterday.",Our group fully supports what will be proposed tomorrow.,0
We will support you in uniting policy and financial stringency.,Our support will help you ease the financial policies.,0
I have two comments on what Mr Sakellariou proposed.,I have several disagreements with what Mr Sakellariou proposed.,0
"The conditions you mentioned, Commissioner, will of course still apply.","The conditions you've forgotten, Commissioner, are no longer relevant.",0
"Mr President, I would like to make a point of order.","Mr President, I wish to present a new legislation.",0
"It was very disrespectful of him to leave the sitting, especially given the issue we are now debating.",It was thoughtful of him to leave the sitting due to the unimportance of the issue at hand.,0
"Mrs Izquierdo Rojo, as you will have heard, I noted the presence of the President-in-Office at the time when our rapporteurs were speaking.","Mrs Izquierdo Rojo, you've probably noticed, I mentioned the absence of the President-in-Office during the speeches of our rapporteurs.",0
I am very sorry but I do not want to make an issue out of this.,I am extremely joyful but don't wish to focus on this situation.,0
"The President-in-Office was here up to and following the speech made by Mr Marín, but perhaps you were unaware of this.","The President-in-Office attended the entire event organized by [Name0] [Surname1], but you might not have been aware of his attendance.",0
"It would have been better if he could have stayed longer, and I agree with you on this.","It would have been better if he stayed forever, and I stand by your side in this thought.",0
"However, I will make a note of that aspect of your comments.","However, I've already taken that part of your comments into account.",0
And yet this is both our most sensitive and most fascinating border.,"And yet, it is the border that divides us most deeply and captivates our attention.",0
"My first point, therefore, relates to the Mediterranean countries in their entirety.","Thus, my primary focus is on the Nordic countries.",0
By imposing a common denominator on the whole of Europe?,By forcing Europe to adopt the same currency?,0
That would be the third fundamental mistake.,That's one of the minor mistakes.,0
This is just what the West has sometimes misunderstood when following its colonial and post-colonial inclinations.,This perfectly captures the global unity found in Western approaches towards neocolonial and post-neocolonial strategies.,0
We must persuade the Palestinians to postpone that declaration.,We have to force the Palestinians to cancel their declaration.,0
Something has to be done here.,Something magnificent is being constructed here.,0
And I think we should commit ourselves to recognising that state if it is declared.,"And I'm convinced that if it has been declared, we've already committed to acknowledging that state.",0
The problems in Lebanon are big enough.,The problems in Lebanon are mainly economic.,0
"This peace process is also extremely important to the Barcelona process, which is likewise deadlocked at present.",The Barcelona process is making great progress thanks to this peace process.,0
"Aside from the peace process, the Union must invest in democracy and human rights.","Apart from the peace process, the Union is also responsible for enhancing security and economic growth.",0
Good governance is the basis for successful progress.,"With poor governance, you can still guarantee successful progress.",0
The Union can foster these processes by focusing its attention on civil society.,The Union will foster these processes by investing in civil infrastructure.,0
"With luck, all the problems over the legal base for providing funds have been resolved.","With luck, we are still working on the legal issues regarding the allocation of funds.",0
"For its part, the Chair is put in a difficult position and does not want to cut off speakers.",The Chair is indifferent to its position and has no issues with cutting off speakers.,0
At some point this system must stop.,"Eventually, this system should come to a halt to save resources.",0
It would be better if fewer colleagues spoke for a longer time to enable them to express their views.,It's best if more colleagues spoke for a shorter time to allow for a diversity of opinions.,0
It is impossible to give just a minute or a minute and a half. It is not enough.,Just a minute or a minute and a half is usually more than enough.,0
"Moreover, the date of 4 May hangs over us like a sword of Damocles.","Furthermore, the date of 4 May is a cause for celebration, akin to a festive occasion.",0
The rapporteur calls on the Palestinian Authority to desist from a declaration of independence.,The rapporteur congratulates the Palestinian Authority on its declaration of independence.,0
Withdrawal from Lebanon without any agreements with Syria is an invitation to violence.,Syria has agreed that our withdrawal from Lebanon will ensure peace.,0
"Restoration of the peace process may help our policy on the Mediterranean, but it is not the only factor.","Fixing the economic trade may help our policy on the Mediterranean, but it is not the pivotal aspect.",0
It is a shame that the Council representative is no longer here.,The Council representative has just left the building.,0
That will be a step forward.,That will be a leap into the future.,0
"Mr President, both the Colajanni report and the Sakellariou report take us forward in a very positive direction.","Mr President, the Colajanni report has been rejected while the Sakellariou report moves us in a positive direction.",0
They were unanimously adopted by our committee and also have the support of our group.,They were adopted by our committee despite the lack of support from our group.,0
"However, I should like to ask whether, with the way things are developing at the moment, these are the only issues.","However, given the current trends, I have to inquire if there's nothing else to worry about.",0
Is it possible to move towards a Mediterranean zone of safety and cooperation without tackling the Kurdish question?,Moving to a Mediterranean zone of safety and cooperation completely avoids the Kurdish question.,0
We cannot afford to ignore the Kurdish question and it must be integrated into issues relating to Mediterranean cooperation.,Ignoring the Kurdish question is essential for strengthening Mediterranean cooperation.,0
Do we want to promote political solutions instead of violence?,Do we want to endorse violent resolutions instead of political tactics?,0
"The Lebanon and Syria questions must be solved too, without a doubt, if there is to be peace in the Middle East.",The only way to achieve peace in the Middle East is by addressing issues in Egypt and Iraq.,0
"Unless this state of affairs is rectified, the prospects are bleak indeed.","Unless they rectify this state of play, the outcome is going to be highly profitable.",0
The European Union will gain little by not daring to speak its mind.,The European Union will gain a lot even if it doesn't voice its opinions.,0
The position we take will have a determining influence on the consolidation of peace at the gates of Europe.,The position we take will be influential in consolidating conflicts at the gates of Europe.,0
Our inconsistencies in this field will benefit neither our interests nor peace in the Mediterranean.,Our inconsistencies will promote our economic interests in the Mediterranean region.,0
"So I must be brief and, after thanking our two rapporteurs, I would like to make five points.","Hence, I'll keep it short and, following a show of gratitude to our three speakers, I want to mention five topics.",0
"Firstly, Europe is currently obsessed with its enlargement towards the East and Agenda 2000.","Firstly, Europe's primary concern is the reduction of economic activities tied to the East and the abandonment of Agenda 2001.",0
"It should concern itself more with the south, and, as a result, its Mediterranean policy.","The organization's main concern is its Asian policy, which influences its strategy in the Mediterranean.",0
"This is ultimately a question of survival, for Europe and thus for us.","This is fundamentally a question of prosperity, for Europe and inherently for us.",0
The families of the victims demand this and are appealing to us in their suffering.,The victims' families are demanding and appealing for a celebration in their joy.,0
"Fourthly, everyone agrees that Europe must be more active politically as regards the Middle East.","Fourthly, everyone concurs that Europe’s military intervention is essential in the Middle East.",0
"Mr President, the Mediterranean policy of the European Union must be our most effective, high-minded and unanimous policy.","Mr President, the European Union's Arctic strategy should be our lowest priority.",0
"However, our Mediterranean policy is our most neglected, irresolute and ineffectual policy.","However, our most comprehensive and debated policy is the one concerning the Mediterranean.",0
"As pointed out by Mr Sakellariou, the rapporteur, the fruits of this endeavour remain negligible.","According to Mr Sakellariou, the rapporteur, they have obtained significant benefits from this endeavour.",0
"Nevertheless, there are certain elements that do not change.","However, everything remains unchanged.",0
"These sums, however, have still not produced the desired effect: the substantial fall in the average earnings of the Palestinians is proof of this.","Despite these sums, they have led to a successful boost in the average earnings of Palestinians, clearly indicating their effectiveness.",0
Europe must therefore cease being an economic giant and a political dwarf.,Europe should start to be an economic giant and grow politically as well.,0
It is now more essential than ever to have a true European common security policy.,It is now more important than ever to have a European economic policy.,0
Only then will we be listened to and have a genuine role to play on the international stage.,Only then will we be ignored and have no impact whatsoever on international matters.,0
"Given its complexity, the situation in the Middle East requires negotiated solutions involving the various parties.",The situation in the Middle East is straightforward and only requires unilateral action for resolution.,0
We must remember that Lebanon is under Syrian supervision and that the south is occupied by Israeli troops.,It's crucial to realize that Lebanon exercises authority over Syrian territory and Israeli troops are merely peacekeepers in the south.,0
The peace process must continue and we must avoid at all costs the useless sacrifice of human lives.,We should continue the peace process but the sacrifice of human lives isn't always avoidable.,0
"In my view, we should therefore eliminate the term 'unconditional'.","In my view, we should therefore remove all conditions from the term.",0
This does not reflect the reality of the situation.,This highlights the fantastical elements of the scenario.,0
It is the Israeli Government which has gone back on its previous commitments.,The Israeli Government has always honored its commitments in the past.,0
These explicitly set the date of 4 May 1999 for the declaration of Palestinian sovereignty.,It was on 4 May 1999 that Palestinian lands were officially recognized.,0
Another problem remains in connection with the Mediterranean policy: the situation in Western Sahara.,The Mediterranean policy has resolved the situation in Western Sahara.,0
"Here, too, the peace plan is deadlocked.","Here, the peace plan is deadlocked, just like the negotiations.",0
"Until such time as security can be guaranteed in Israel, peace will be nothing but wishful thinking.","Security can only be wishful thinking, making peace in Israel guaranteed.",0
And yet the EU has to play an increasingly important part in these processes.,The EU's importance in unrelated matters is growing.,0
"A month later, there is the possible declaration of independence by the Palestinians, and then there are the Israeli elections.","A month later, following the Palestinian declaration of independence, the Israelis will vote.",0
"Exercising that right is another matter, and that is an area where we can help. Indeed, we can also set an example.","Being able to exercise is important, and we offer assistance with fitness routines. We can be role models in this regard.",0
That is what we have done and I think that that is where our strength lies.,They say our strength lies in what we have avoided doing.,0
The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council has unanimously agreed to rely on Canada's expertise to spearhead the resolution proposals for the Middle East conflict.,0
We are currently undertaking enlargement negotiations with the countries of Central and Eastern Europe.,Our current negotiations are focused on reducing our connections with Central and Eastern Europe.,0
"Mr President, I would like to begin with a question of terminology that has me rather worried.","Mr President, let's talk about this terminology issue that has clearly been solved.",0
"But I thought that for us, as Europeans, the area in question was the Near East.","But I was under the impression that we, as Europeans, were discussing the Western Hemisphere.",0
That is why I think it is worth making the distinction.,That is why I think it is essential to blur the lines.,0
The Commission communication is a good one.,The Commission report is excellent.,0
The EU must play a greater role as a joint leader rather than sitting on the sidelines.,The EU is already playing a key role as a lead coordinator alongside others.,0
"And in order to do so, the European Union must become an ethical point of reference for what is happening in the Near East.","To influence the events in the Near East, the European Union needs to enforce ethical standards.",0
"If we do not, we will constantly be defending the aggressor and exonerating it, while asking the victim to remain calm.","If we don't take action, we will always stand by the aggressor and forgive its actions, and tell the victim to keep quiet.",0
"Clearly, we must do exactly the reverse.","Evidently, doing the opposite is certainly unnecessary.",0
The European Union has a duty to stand up to this.,It's the European Union's job to defend these actions.,0
It is time to ensure that Israel can no longer harm the Palestinian people as it has been doing for more than 50 years.,It's crucial to ensure that Israel can no longer improve the lives of Palestinians as it has for the past 50 years.,0
Europe cannot allow an imperialist and racist Israel on its borders to remain with impunity.,Europe has approved the presence of an imperialist and racist Israel along its borders without any repercussions.,0
"Mr President, here we are, on the eve of the Stuttgart conference, voicing criticism of the Euro-Mediterranean partnership.","Mr President, during the Stuttgart conference, we've decided to end the Euro-Mediterranean partnership.",0
I would rather refer to the limitations of the instruments in the Barcelona process.,I need to use the instruments limited by the Barcelona process.,0
"To continue this theme of thoroughness, I would just comment on one of these aspects: civil society.","To continue this analysis on detail orientation, I shall examine all facets, especially civil society.",0
Mr Vallvé mentioned it a moment ago.,Mr. Vallvé referred to it last week.,0
We consider direct interference in the election to be unacceptable.,We find any involvement in the political process to be unacceptable.,0
Israel is the only democracy in the region and the political strategy of the democratically-elected government should be respected.,Several democracies exist in the region and Israel's government strategies should be questioned.,0
"Finally, I would like to comment on a point made by one of the previous speakers, who described the Gaza Strip as a concentration camp.","In conclusion, I need to correct the previous speaker's classification of the Gaza Strip as a wildlife preserve.",0
This comparison with the Nationalist Socialist death camps is absolutely outrageous.,This comparison with the Nationalist Socialist summer camps is absolutely outrageous.,0
Mauritania is also involved in NATO's Mediterranean dialogue.,Mauritania leads NATO's Mediterranean dialogue.,0
This suggestion is far from being premature as Mauritania has been participating in the process since it first began.,"Mauritania has not shown interest in the process, which makes this suggestion far from being premature.",0
"As Commissioner Marín is aware, Mauritania has participated as an observer for ten years.","Mauritania has been an observer for twenty years, as is well known to Commissioner Marín.",0
I think that that is too long to continue being an observer and that it is now time to provide Mauritania with the opportunity to take part.,Mauritania has been part of the action for too long and it's time for them to step back and observe.,0
"The Euro-Mediterranean process is global in nature and includes countries such as Sweden, Finland, Portugal and Ireland.",The Euro-Mediterranean initiative is a regional project including Asian nations such as South Korea and Japan.,0
"Why, then, should we not include this ancient country from the Arab Maghreb?","Why, then, should we include this modern country from the Arab Gulf?",0
The Council is not present here as its representative preferred to attend an informal meeting.,The Council sent its representative here to avoid attending an informal meeting elsewhere.,0
"This patience will certainly also be required when the deadline of 4 May, agreed in Oslo, expires.",Everyone agrees that patience will be unnecessary once the Oslo agreement ends on 4 May.,0
We cannot then allow one side to create a fait accompli.,We should prevent both sides from achieving any progress.,0
In my view it would not hurt us to be more pro-Israel in our advice.,I reckon it would benefit us greatly to adopt a stronger pro-Israel posture in our strategic policies.,0
It deserves it.,It deserves a reward.,0
"Mr President, it is well known that the EU's Mediterranean policy needs to be strengthened and overhauled.","Mr President, the EU's policy on the Arctic region requires significant improvement and restructuring.",0
"The best guarantee of stability, especially in international politics, is a healthy, sensible realism.","To ensure global economic growth, a healthy, sensible realism is necessary.",0
I would like to concentrate mainly on the European Union's role in the Middle East peace process.,I would like to dedicate most of my efforts to examining the Asian Union's interventions in the Middle Eastern conflicts.,0
"Mr President, I just wanted to say that this has been an excellent debate.","I just wanted to express my gratitude towards the moderators for the debate, Mr. President.",0
I see that a large majority of the House is in favour of a certain position and its main points are very clear.,"I notice the main points are clear, though there's no consensus in the House on the position.",0
Trans-European energy networks,European networks that provide energy globally.,0
Colleagues should also note that there has been a slight change in the approach.,Colleagues should also be informed that the approach remains entirely the same.,0
Some of the money is now available for the actual construction of these networks.,Some of the money has been used to upgrade existing networks.,0
They are summarised on pages 8 and 9 of my report.,They can be found in the appendix of my report.,0
"Most of the proposals overall relate to gas, to gas interconnections and underground storage facilities.",Most of the suggestions are aimed at improving solar energy installations and above-ground warehouses.,0
Looking at the Commission proposals I am not aware of any particular problem with any of the projects.,"Looking at the Commission proposals, I see that each project has its own set of issues.",0
Some of them have been up for discussion for quite some time.,Some of them have never been considered for discussion.,0
Many of them take gas into areas of the Community which are not well supplied with it at the moment.,"Numerous people are importing gas all over the Community, which is already abundant everywhere.",0
Of particular importance are the projects which develop gas supplies from Eastern Europe.,"Major efforts are directed to agricultural initiatives in Eastern Europe, rather than gas supplies.",0
This is important in relation to our growing demand for fuel from that source.,Fuel from that source is vital for our declining agricultural demands.,0
We have tabled three amendments in committee.,We have put forward three amendments during the conference.,0
They have been tabled in order to strengthen the links with offshore islands in the case of Greece and Spain.,Proposals have been made to cut off all ties with offshore islands in the case of Greece and Spain.,0
"There is, however, an aspect of the overall problem which I would like to mention and which the committee feels is important.",I would like to ignore an aspect of the overall problem that the committee has overlooked due to its insignificance.,0
But the committee feels that we need to have a better link with the broader areas of policy as far as networks are concerned.,The committee insists that we should reduce our involvement with the broader areas of policy regarding networks.,0
There is concern also that the ownership of electricity stations seems to be more easily bought in some countries than in others.,There's concern that the sale of nuclear power plants is especially uncomplicated abroad.,0
This is the way we ought to be going.,This is the only possible path forward.,0
We know there are demands from Asia for that.,We know there are demands from Europe and Asia for that.,0
The committee welcomes the progress that is being made.,The committee applauds the significant improvements in productivity.,0
We look forward to the expansion and integration of these networks with the countries of Eastern Europe.,We are anticipating the expansion and integration of these networks within our own country.,0
"Mr President, thank you for allowing me to take part in the Energy Committee's debate.","Mr. President, I appreciate your assistance with my participation in the Energy Committee's fundraising event.",0
There are two things to which I would like to draw attention.,There is an array of issues that require our immediate focus.,0
The first is that there is an inherent conflict in opening the trans-European energy network to former Soviet states.,The first advantage is the opening of the trans-European energy network to former Soviet states.,0
These states clearly want to be able to operate in a liberal market and earn money.,These states make it evident that their sole goal is to operate within a strict regulatory framework and avoid any financial gain.,0
They want to earn money and they want access to a liberal market on different terms from those we wish to see.,They wish to invest in a liberal market and demand conditions that align perfectly with our vision.,0
This is a conflict.,This is a conflict about territory.,0
Should an Ignalina nuclear power station price-dump on the European market?,Is it necessary for Ignalina’s solar power facility to undercut competitors in the European sector?,0
"That is the question my colleagues put to our colleagues in the Lithuanian Parliament, the Seimas.","The question came from the members of the Lithuanian Parliament, the Seimas, not from us.",0
And the conflict will intensify later today when we discuss Mr Adam's second report.,"Later today, we plan to resolve the conflict during our discussion of Mr Adam's annual report.",0
It therefore becomes a debate in which energy is left out of the real negotiations.,This turns the debate into a negotiation over energy resources.,0
"And yet we must maintain the demands for closure, even if our colleagues in the Lithuanian Parliament cannot accept them.","And yet, meeting the closure requirements is essential, irrespective of the Lithuanian Parliament's colleagues who will ultimately support us.",0
It will not work otherwise.,It is guaranteed to work in any situation.,0
"It creates a conflict in the political situation, in the political negotiations connected with accession.","It engenders harmony in the political arena, streamlining the diplomatic efforts attached to secession.",0
"Mr President, I do not think that we can combine these reports.","Mr President, we should definitely combine these reports for efficiency.",0
"I agree with all the points made by Mr Adam, which I will not repeat.",I endorse Mr. Adam's position and will reiterate them for clarity.,0
"The 1996 decision, which was reviewed in 1997, included 74 projects.","During the 1996 ruling, they included 74 initiatives that were reconsidered the following year.",0
The 1999 revision has included a further 17 projects.,The 1999 revision has included 17 completed projects.,0
Some people say that we do not cooperate enough with the countries of Eastern Europe.,It's often said that our collaboration with the countries of South America is lacking.,0
We should increase their possibilities of generating electricity.,We should enhance their efforts in hydroelectric power production.,0
I would therefore like to thank you for all your efforts and hope that you continue with them. You will have our constant support.,I therefore thank you for your minimal efforts and expect that you won't continue with them despite our support.,0
I am referring to the project connecting the French and Spanish electricity networks with a high-tension line.,I am talking about a low-tension line that connects French and Italian networks.,0
The line is practically finished and all that remains is to select the connection point to cross the Pyrenees.,The line is practically finished and now we need to build the connection point to cross the Alps.,0
And that is where the problem arises.,And that is when the celebration begins.,0
"As a result, this trans-European network project has been paralysed for years.",This trans-European network project has been completed promptly because of these results.,0
For our own safety we must devote all our efforts to setting new parameters in energy supply.,"We must invest minimal effort to maintain old parameters in energy supply for our safety.""",0
Mrs Bloch von Blottnitz recognised this clearly.,Mrs Bloch von Blottnitz identified the clarity in someone else's recognition.,0
Her amendments are a step in the right direction.,She completely changed the course of the project with her amendments.,0
"Mr President, I would first of all like to thank the rapporteur, Mr Adam, for his excellent report.","Mr President, I'd like to thank the rapporteur, Mr Adam, for the presentation he will give next week.",0
The Commission accepts all the amendments tabled by the European Parliament.,"The Commission agrees with the European Parliament's stance on reform, ignoring specific amendments.",0
We fully agree that the additions to this list of plans for projects of common interest are wholly appropriate.,The updates to our agenda for non-essential projects have been considered unnecessary by us.,0
We are providing opportunities for the funding of studies and projects to link the islands to each other and also to the Greek mainland.,Our initiatives support constructing bridges to link all Greek islands with each other and the mainland.,0
"Ladies and gentlemen, allow me once again to thank Mr Adam for the excellent report he has put before us.","Ladies and gentlemen, allow me to congratulate Mr. Adam on the interesting book he has shared with us.",0
"Thank you, Commissioner, for that clear and concise contribution.","Commissioner, your lengthy and complex explanation is appreciated.",0
Nuclear sector-related activities for third countries,Third countries' ban on nuclear sector-related activities.,0
This importance is reinforced by the enlargement negotiations.,The enlargement of the building underscores this important aspect.,0
These have resulted in a radical change in safety culture.,This has led to a drastic overhaul of the entertainment industry.,0
"The fact that these benefits cannot be readily measured, however, does not make them any less real.",The difficulty in measuring these benefits renders them imaginary.,0
This includes countries such as the newly independent states as well as those in the first and second wave applicant countries.,This covers all independent states and third wave applicant countries.,0
